20.7 1.4 0.547838 0
22.25 1.7 0.759549 0
24.05 1.9 0.962975 0
26.15 2.3 1.30611 0
28.65 2.7 1.68385 0
31.65 3.3 2.17871 0
35.4 4.2 2.74316 0
40.15 5.3 2.99463 0
46.4 7.2 2.66569 0
55 10 1.35303 0
67.5 15 0.279924 0
