20.7 1.4 0.958344 0
22.25 1.7 1.35028 0
24.05 1.9 1.74271 0
26.15 2.3 2.41039 0
28.65 2.7 3.17484 0
31.65 3.3 4.20336 0
35.4 4.2 5.42301 0
40.15 5.3 6.06371 0
46.4 7.2 5.50021 0
55 10 2.76367 0
67.5 15 0.40398 0
