10.493,0.01941
13.356,0.022451
15.074,0.025625
17.079,0.028798
19.37,0.031972
21.66,0.035145
24.524,0.038186
27.387,0.041095
30.823,0.044004
34.832,0.046781
39.414,0.049293
44.854,0.051409
51.44,0.052731
58.313,0.053128
65.471,0.052731
72.057,0.051806
78.357,0.050351
84.656,0.048632
90.383,0.046781
96.397,0.04493
101.837,0.042946
107.564,0.040831
113.005,0.038847
118.445,0.036864
124.172,0.034748
129.613,0.032765
135.053,0.030782
140.78,0.028798
146.507,0.026815
152.52,0.024964
158.247,0.023113
164.261,0.021394
170.56,0.019675
176.86,0.018088
183.159,0.016501
189.459,0.015047
196.045,0.013592
202.631,0.012402
208.93,0.011212
215.516,0.010022
221.816,0.009097
228.402,0.008171
234.988,0.007246
241.86,0.006452
248.446,0.005791
