1.4987,0.00647
3.2007,0.04425
4.9026,0.10092
6.5337,0.17647
8.2356,0.26147
9.7957,0.36537
11.3559,0.46926
12.916,0.58259
14.4761,0.69593
16.0363,0.81871
17.5964,0.93205
19.0856,1.05483
20.6457,1.17761
22.2059,1.29095
23.766,1.39484
25.3261,1.49873
26.9572,1.58373
28.6591,1.65929
30.3611,1.7254
32.063,1.76318
33.765,1.78207
35.5379,1.77262
37.2398,1.73485
38.9418,1.67818
40.5728,1.58373
42.062,1.46095
43.5512,1.32872
44.9695,1.18705
46.246,1.02649
47.5225,0.86593
48.7989,0.69593
50.0045,0.53537
51.3519,0.37481
52.1319,0.28981
53.6211,0.16703
55.2522,0.09147
56.9541,0.05369
58.727,0.0348
