0.0001	0.01	9.80706	7.10632	0.385409	0.0891831
0.0001	0.02	9.80706	7.10631	0.385409	0.0891831
0.0001	0.03	9.80705	7.1063	0.385409	0.0891833
0.0001	0.04	9.80705	7.10628	0.385409	0.0891833
0.0001	0.05	9.80704	7.10626	0.385409	0.0891835
0.0001	0.06	9.80702	7.10623	0.385409	0.0891835
0.0001	0.07	9.80701	7.1062	0.385409	0.0891835
0.0001	0.08	9.80699	7.10616	0.385409	0.0891835
0.0001	0.09	9.80697	7.10612	0.385409	0.0891835
0.0001	0.1	9.80695	7.10607	0.385409	0.0891836
0.0001	0.2	9.8066	7.10532	0.385409	0.0891837
0.0001	0.3	9.80602	7.10408	0.385409	0.0891842
0.0001	0.4	9.80522	7.10234	0.385409	0.0891856
0.0001	0.5	9.80419	7.10013	0.385411	0.0891865
0.0001	0.6	9.80293	7.09744	0.385415	0.0891879
0.0001	0.7	9.80145	7.09428	0.385415	0.0891893
0.0001	0.8	9.79976	7.09067	0.385416	0.089193
0.0001	0.9	9.79784	7.08662	0.385422	0.0891947
0.0001	1	9.79572	7.08214	0.385423	0.0891976
0.0001	2	9.76418	7.01808	0.385452	0.0892317
0.0001	3	9.71883	6.93399	0.385499	0.0892701
0.0001	4	9.66767	6.85	0.385547	0.0893024
0.0001	5	9.61785	6.77892	0.385589	0.0893272
0.0001	6	9.57423	6.72527	0.385624	0.0893357
0.0001	7	9.53905	6.68801	0.38565	0.0893388
0.0001	8	9.51252	6.6637	0.385673	0.0893381
0.0001	9	9.49357	6.64858	0.385683	0.0893353
0.0001	10	9.48063	6.63951	0.385698	0.0893327
0.0001	20	9.45854	6.6274	0.385719	0.0893201
0.0001	30	9.45841	6.62734	0.385718	0.0893198
0.0001	40	9.45841	6.62734	0.385718	0.0893198
0.0001	50	9.45841	6.62734	0.385718	0.0893198
0.0001	60	9.45841	6.62734	0.385718	0.0893198
0.0001	70	9.45841	6.62734	0.385718	0.0893198
0.0001	80	9.45841	6.62734	0.385718	0.0893198
0.0001	90	9.45841	6.62734	0.385718	0.0893198
			
0.0002	0.01	9.80706	7.10632	0.385158	0.0892794
0.0002	0.02	9.80706	7.1063	0.385158	0.0892794
0.0002	0.03	9.80704	7.10627	0.385158	0.0892796
0.0002	0.04	9.80703	7.10624	0.385158	0.0892796
0.0002	0.05	9.80701	7.10619	0.385158	0.0892796
0.0002	0.06	9.80698	7.10614	0.385158	0.0892796
0.0002	0.07	9.80695	7.10607	0.385158	0.0892796
0.0002	0.08	9.80692	7.106	0.385158	0.0892799
0.0002	0.09	9.80688	7.10591	0.385158	0.0892799
0.0002	0.1	9.80683	7.10582	0.385158	0.0892799
0.0002	0.2	9.80614	7.10432	0.385161	0.0892798
0.0002	0.3	9.80498	7.10183	0.385161	0.0892827
0.0002	0.4	9.80337	7.09837	0.385161	0.0892836
0.0002	0.5	9.80131	7.09394	0.385161	0.0892879
