0.44342,0.463
0.5558,1.7724
0.64776,2.5388
0.75077,2.7783
0.84868,2.5867
0.9483,1.9959
1.04961,1.7245
1.15008,1.5648
1.25139,0.9261
1.35015,0.463
1.45062,0.0639
