20.3289,0.2936
22.0788,0.7627
23.7555,1.3893
25.432,2.1731
27.0354,3.1143
28.5658,4.1342
30.096,5.2329
31.5533,6.4102
32.9375,7.6663
34.2488,8.9226
35.56,10.2575
36.8711,11.671
38.1092,13.0846
39.3474,14.4983
40.5125,15.9906
41.969,17.7972
43.1341,19.2895
44.2992,20.8606
45.1001,21.9603
46.1922,23.5315
47.2843,25.1026
48.0852,26.2024
49.1773,27.7735
50.1964,29.4234
51.2885,30.9946
52.3077,32.5658
53.3997,34.2156
54.4189,35.7869
55.4379,37.4368
56.457,39.0867
57.4762,40.658
58.4953,42.3079
59.5143,43.9578
