
  0.25	     33.9474	     11.7997	
0.3375	     34.8634	     12.5403	
 0.425	     42.8281	     17.9931	
0.5125	      26.238	     13.1472	
0.6125	     32.6967	     19.7904	
0.7375	     21.1908	     15.7715	
 0.875	     16.2603	     14.4058	
 1.025	     9.51825	     9.62318	
 1.175	     5.57748	     6.06269	
 1.375	     4.68136	     5.15088	
  2.25	     1.44816	     1.22301	
--------------------------------------
Total:	      229.25	     127.508	
