-4 -2 29.2155 
-4 -1.92 29.2155 
-4 -1.84 29.2155 
-4 -1.76 29.2155 
-4 -1.68 29.2155 
-4 -1.6 29.2154 
-4 -1.52 29.2154 
-4 -1.44 29.2154 
-4 -1.36 29.2153 
-4 -1.28 29.2153 
-4 -1.2 29.2152 
-4 -1.12 29.215 
-4 -1.04 29.2148 
-4 -0.96 29.2145 
-4 -0.88 29.2141 
-4 -0.8 29.2135 
-4 -0.72 29.2126 
-4 -0.64 29.2113 
-4 -0.56 29.2095 
-4 -0.48 29.2068 
-4 -0.4 29.203 
-4 -0.32 29.1975 
-4 -0.24 29.1896 
-4 -0.16 29.1782 
-4 -0.08 29.1621 
-4 6.93889e-16 29.1393 
-4 0.08 29.1073 
-4 0.16 29.0631 
-4 0.24 29.0032 
-4 0.32 28.924 
-4 0.4 28.8231 
-4 0.48 28.701 
-4 0.56 28.5628 
-4 0.64 28.4194 
-4 0.72 28.2866 
-4 0.8 28.1797 
-4 0.88 28.1077 
-4 0.96 28.069 
-4 1.04 28.0533 
-4 1.12 28.0488 
-4 1.2 28.0479 
-4 1.28 28.0478 
-4 1.36 28.0477 
-4 1.44 28.0477 
-4 1.52 28.0477 
-4 1.6 28.0477 
-4 1.68 28.0477 
-4 1.76 28.0477 
-4 1.84 28.0477 
-4 1.92 28.0477 
-3.92 -2 29.2155 
-3.92 -1.92 29.2155 
-3.92 -1.84 29.2155 
-3.92 -1.76 29.2155 
-3.92 -1.68 29.2155 
-3.92 -1.6 29.2154 
-3.92 -1.52 29.2154 
-3.92 -1.44 29.2154 
-3.92 -1.36 29.2153 
-3.92 -1.28 29.2152 
-3.92 -1.2 29.2151 
-3.92 -1.12 29.2149 
-3.92 -1.04 29.2147 
-3.92 -0.96 29.2143 
-3.92 -0.88 29.2138 
-3.92 -0.8 29.2131 
-3.92 -0.72 29.212 
-3.92 -0.64 29.2105 
-3.92 -0.56 29.2083 
-3.92 -0.48 29.2051 
-3.92 -0.4 29.2005 
-3.92 -0.32 29.1938 
-3.92 -0.24 29.1843 
-3.92 -0.16 29.1707 
-3.92 -0.08 29.1513 
-3.92 6.93889e-16 29.1239 
-3.92 0.08 29.0855 
-3.92 0.16 29.0324 
-3.92 0.24 28.9604 
-3.92 0.32 28.8654 
-3.92 0.4 28.7445 
-3.92 0.48 28.5982 
-3.92 0.56 28.4328 
-3.92 0.64 28.2615 
-3.92 0.72 28.103 
-3.92 0.8 27.9756 
-3.92 0.88 27.8899 
-3.92 0.96 27.8438 
-3.92 1.04 27.8251 
-3.92 1.12 27.8197 
-3.92 1.2 27.8186 
-3.92 1.28 27.8184 
-3.92 1.36 27.8184 
-3.92 1.44 27.8184 
-3.92 1.52 27.8184 
-3.92 1.6 27.8184 
-3.92 1.68 27.8184 
-3.92 1.76 27.8184 
-3.92 1.84 27.8184 
-3.92 1.92 27.8184 
-3.84 -2 29.2155 
-3.84 -1.92 29.2155 
-3.84 -1.84 29.2155 
-3.84 -1.76 29.2155 
-3.84 -1.68 29.2154 
-3.84 -1.6 29.2154 
-3.84 -1.52 29.2154 
-3.84 -1.44 29.2153 
-3.84 -1.36 29.2153 
-3.84 -1.28 29.2152 
-3.84 -1.2 29.215 
-3.84 -1.12 29.2148 
-3.84 -1.04 29.2145 
-3.84 -0.96 29.2141 
-3.84 -0.88 29.2135 
-3.84 -0.8 29.2126 
-3.84 -0.72 29.2113 
-3.84 -0.64 29.2095 
-3.84 -0.56 29.2068 
-3.84 -0.48 29.203 
-3.84 -0.4 29.1974 
-3.84 -0.32 29.1894 
-3.84 -0.24 29.178 
-3.84 -0.16 29.1616 
-3.84 -0.08 29.1384 
-3.84 6.93889e-16 29.1054 
-3.84 0.08 29.0593 
-3.84 0.16 28.9956 
-3.84 0.24 28.9092 
-3.84 0.32 28.7952 
-3.84 0.4 28.6503 
-3.84 0.48 28.4752 
-3.84 0.56 28.2774 
-3.84 0.64 28.073 
-3.84 0.72 27.8841 
-3.84 0.8 27.7325 
-3.84 0.88 27.6306 
-3.84 0.96 27.5758 
-3.84 1.04 27.5536 
-3.84 1.12 27.5472 
-3.84 1.2 27.5459 
-3.84 1.28 27.5457 
